username,lemmatized_text,extract_hashtags,labels
WanjiruNdagita,demand this part video.. want see these two action together. otherwise remains stage managed scene. part it.. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
OjwangMariam,unlike dci officers who downloaded 2017 photos published them photos criminals #maandamanomondays let leave these pics here evidence what transpired #maandamanothursday after which you tell why police think this propaganda. ghai,MaandamanoMondays MaandamanoThursday,"[0.3, 0.4, 0.3]"
alex_0962,"#baba, #railaodinga defending constitutional rights fought over past decades. those who thought retired, watch his magic play.",Baba RailaOdinga,"[0.3, 0.4, 0.3]"
BeingCharlie,hardliners #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
BeingCharlie,it's time president william ruto bring this end. diplomatic solution best way though #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.2, 0.10000000000000009, 0.7]"
Njoroge_kamau,sad officers back their bribes kesho after pwani university accident. idiots allowed sudden 100kph kph speed limits let’s blame #maandamanothursdays,MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
KenyaNiYetuSote,citizen arrest conducted this assasin loose. targeting baba not allow that! #maandamanothursdays,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
BeingCharlie,rigathi gachagua not helping #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.2, 0.10000000000000009, 0.7]"
Tasha_ke746,basketball you thika road kisumu bandits #maandamanothursdays malema #raila pwani university babu owino eldoret r.i.p,MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
nziokitm,gained 100+ followers day. thank you much. drop your handles grow together. #quickmart57 #raila #maandamanothursdays,Quickmart57 Raila MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
AzimioTv,looks like illegitimate regime about learn powerful lesson: never underestimate strength people! #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
DzaddyLil,"uyu mzee #railaodinga sii aende nyumbani kiroho safi,,,yani tangia nizaliwe 2002 amekua akivie presidency analose zote...saizi naplan ""kuamka""2027...najua atakua bado kwa race",RailaOdinga,"[0.8, 0.09999999999999995, 0.1]"
BeingCharlie,president william kipchirchir samoei arap ruto phd take charge silence noisy rigathi gachagua #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
benalfali,ulizia sisi huko juu whether being patron makanisa arubaini slot also meant mama mboga this government. #maandamanothursdays #maandamanothursday #raila,MaandamanoThursdays MaandamanoThursday Raila,"[0.3, 0.4, 0.3]"
BeingCharlie,rigathi gachagua hates luos passion. his speech tells all! #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.8, 0.09999999999999995, 0.1]"
sakijointl,this real love course hand. cost living brought down gok #azimio #maandamanomondays #mungumbele,Azimio MaandamanoMondays Mungumbele,"[0.2, 0.10000000000000009, 0.7]"
Reptile_ke,pipeline who selflessly poured water down from their high-rise flats douse our team from intense teargas. mubarikiwe. #maandamanothursdays #maandamanothursdays,MaandamanoThursdays MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Malcolm_Ze,guy you sent missed! sorry! #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
AvangiBenedict,#costume #maandamanothursdays,Costume MaandamanoThursdays,"[0.3, 0.4, 0.3]"
HonMbaki,"raila odinga knows what ahead him won’t stop this nonsense going forward. monday extremely messy. whoever lied him that he’s above law read this tweet 100 times. nobody allowed loot, destroy kill kenyans. #maandamanothursdays",MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
Akillomuziq21,"handshake aim,the president's deputy just ruthless d.o they 80s just stupid thoughts has...#maandamanothursdays continue",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
DaimaDawama,who this goon? #maandamanothursdays #maandamanothursday,MaandamanoThursdays MaandamanoThursday,"[0.3, 0.4, 0.3]"
DavidGichamba,only you can stop this madness. retire today #maandamanothursdays #railaodinga #enemyofthepeople,MaandamanoThursdays RailaOdinga enemyofthepeople,"[0.3, 0.4, 0.3]"
_real_es,ealier today embakasi outering road #maandamanothursdays #maandamano #railaodinga #embakasi #policebrutality #pwaniuniversity,MaandamanoThursdays Maandamano RailaOdinga embakasi PoliceBrutality PwaniUniversity,"[0.3, 0.4, 0.3]"
dennisjoe20,"#raila windscreen broken, vehicles wrecked. big question odinga's insurance, how principles proximate cause, subrogation, loss minimization indemnity apply this case? #maandamanothursdays",Raila MaandamanoThursdays,"[0.5, 0.09999999999999998, 0.4]"
Jeshi_LaBABA,here is!!! #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
kamaa2525,peace from this. #maandamanothursdays,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
PHILLISKANG6,"wow, sounds like deputy president needs get clue! people speaking raila odinga coming, ready not. #maandamanomondays see bio bro",MaandamanoMondays,"[0.3, 0.4, 0.3]"
Tonywamwangi,"kenya police taking gender reveal partys another level.finally,today, baby girl.haha #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
ChrisstalFarms1,"21st century our police still act like untrained uncivilized force! quite unfortunate, this particular officer prosecuted! babu owino edwin sifuna #maandamano #newsnight #maandamanothursdays #raila",Maandamano Newsnight MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
SirKimly,raila odinga really adores follows constitution rule law dealing people who don't care. advice baba use armored vehicles. need him alive. #maandamanomondays,MaandamanoMondays,"[0.2, 0.10000000000000009, 0.7]"
MusiFrancisco,what about you? you going dine inthe after this tweet? skia vibaya hukooo👉👉 #maandamanothursdays #imaradaima,MaandamanoThursdays imaradaima,"[0.3, 0.4, 0.3]"
Onlineoptimize1,kenya's top ranked killer cop #quickmart57 #raila #maandamanothursdays,Quickmart57 Raila MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
wembe_sita,fraction part whole. they teach that school. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
kiprono_kip,"they took entire bulletin northlands,now this animal farm #tonight #maandamanothursdays",Tonight MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
1FresHcobar,international community kenya kwisha govt (current regime) now targeting journalists covering protests kenya intent cause serious harm not kill #maandamanothursdays pwani university #raila kisumu siaya outering road baba imara daima,MaandamanoThursdays Raila,"[0.8, 0.09999999999999995, 0.1]"
Reptile_ke,"kenya police attacked opposition convoy they exited kware embakasi south, nairobi. africa uncensored managed capture this exclusive footage plain cloth police officer lobbing teargas into this media vehicle. two journalists injured teargas #maandamanothursdays",MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
Raphael_Njogu_M,who noticed that every time babu owino takes mic all live play cut him off #maandamanothursdays photoshop pipeline vera outering road r.i.p pwani university karen kisumu citizen #quickmart57 #raila,MaandamanoThursdays Quickmart57 Raila,"[0.2, 0.10000000000000009, 0.7]"
aludacyprian,this attack journalists police purely senseless outering road courtesy #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
BeingCharlie,"blood &amp; politics tears &amp; jeers death &amp; destruction jacaranda, tasia imara daima, mukuru kwa njenga #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis",Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.8, 0.09999999999999995, 0.1]"
Reptile_ke,"when ruto opposition, maandamano remove kibaki from statehouse okay. #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Mutwiried,"""azimio holding government account kenyans right demand lowering cost living""~suba churchill ncsc kutvkenya #maandamanothursdays #maandamanomondays",MaandamanoThursdays MaandamanoMondays,"[0.3, 0.4, 0.3]"
NampSmart,"then monday you front line #maandamanomondays 😂😂😂 expecting things different, chiee",MaandamanoMondays,"[0.3, 0.4, 0.3]"
Rixsirez,looting even funeral home? hii maajabu! #raila #railaodinga,Raila RailaOdinga,"[0.3, 0.4, 0.3]"
LeadTrainLearn,register yesterday: #maandamanothursdays pwani university #raila kisumu siaya pipeline outering road,MaandamanoThursdays Raila,"[0.3, 0.4, 0.3]"
sheltonjair11,wengine wanasema photo shop only god know truth. allah protect your nation very swala all about country. #maandamanothursdays #ramadankareem,MaandamanoThursdays RamadanKareem,"[0.3, 0.4, 0.3]"
Generationzeyd,packaging bags. branding entails serving your clients delivery bag that keep them remembering your brand whenever they take look packaging they got served with. price; kes. 200 each 0721507651 #raila #maandamanothursdays,Raila MaandamanoThursdays,"[0.3, 0.4, 0.3]"
ItsMutai,"most friends whom fondly supported azimio unfollowed because recently vehemently opposed #maandamanothursdays. these people who preach drink wine called democracy. really care less. it's worth noting. life, move like colossus.",MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
CosnameTv1,"how all happened this cctv camera captures final moments pwani university students who perished kayole, naivasha today their way eldoret. their bus lost control after failing breaks. rip. #maandamanothursdays #nairobi #raila #jklive #cosname #wearewithyou",MaandamanoThursdays Nairobi Raila JKLive cosname wearewithyou,"[0.8, 0.09999999999999995, 0.1]"
Malcolm_Ze,gachagua didn’t like that you allowed #maandamanothursdays ahead!,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
AvangiBenedict,costume #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
VictorMochere,these two same person? #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
GabrielDolan1,#maandamanothursdays one thing all agree that igpolice forced resign. progress until steps aside ludicrous maybe say loudly together it's possible,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
PeterWakaba7,this bad. its condemned all peace loving kenyans #maandamanothursdays,MaandamanoThursdays,"[0.5, 0.09999999999999998, 0.4]"
Princeof_Kenya,"kisumu kwee mortuary invaded, corpses pulled out sexually desecrated. all #raila receive handshake. citizen cannot show this #maandamanothursdays",Raila MaandamanoThursdays,"[0.3, 0.4, 0.3]"
HisiUzuriPlus,kweli uko nguvu after #maandamanothursdays...,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
MOmuttaha,journalists under attack kenya #journalismisnotacrime #raila #maandamanothursdays,JournalismIsNotACrime Raila MaandamanoThursdays,"[0.3, 0.4, 0.3]"
BeingCharlie,thugs &amp; guns tear gas &amp; tears fears &amp; tears losses &amp; damages #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
LeadTrainLearn,grab your early bird discount now #maandamanothursdays pwani university #raila kisumu siaya pipeline outering road,MaandamanoThursdays Raila,"[0.3, 0.4, 0.3]"
georgenjoroge_,this green thing nini?🤦🙈🤗 #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
LeadTrainLearn,"make your career shine, inspire your success! #maandamanothursdays pwani university #raila kisumu siaya pipeline outering road",MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
LarryOGW,"can easily demos baba common mwananchi,now want you imagine going demos kalonzo worst case wamalwa,ajeeeeee!! #maandamanothursdays",MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
AbalaKinyuaa,"after caught camera last time, this time wore cap gas mask hide his face. even his hands same. this goon out kill. blood thirsty #maandamano #railaodinga",Maandamano RailaOdinga,"[0.8, 0.09999999999999995, 0.1]"
AlmamyMoha254,that really peaceful demonstration? #maandamanothursdays enough enough,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
LfeonS,korir assassin #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
kiplangatbrian9,you succumbed intimidation after ypu made good decision call off #maandamanothursdays now see how not beeing man enough led you. ona huyu mzee😅😅,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
BeingCharlie,criminal enterprise taking over protests #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
njewamaore,"kenyans supportibg #raila azimio goons know that politicians use people their own interest. when you see americans getting involved, know this not about unga prices! when you learn? #kenyaprotest #maandamanothursdays",Raila Kenyaprotest MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
LeadTrainLearn,quality redefined through expert delivery #maandamanothursdays pwani university #raila kisumu siaya pipeline outering road,MaandamanoThursdays Raila,"[0.3, 0.4, 0.3]"
LeadTrainLearn,make your way future #maandamanothursdays pwani university #raila kisumu siaya pipeline outering road,MaandamanoThursdays Raila,"[0.3, 0.4, 0.3]"
authenttick,#railaodinga vaccine take every day veins. this guy visionary. not coward like rigathi gachagua ruto. #maandamano everyday due public demands. #maandamanothursdays #nairobi #raila edwin sifuna imara daima,RailaOdinga Maandamano MaandamanoThursdays Nairobi Raila,"[0.5, 0.09999999999999998, 0.4]"
PhinelSenior,want state here that kenya now ready cessation. they their land ours. period!! #maandamano #railaodinga #citizen pwani police ruto nairobi azimio embakasi,Maandamano RailaOdinga Citizen,"[0.3, 0.4, 0.3]"
BeingCharlie,blood #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
AvangiBenedict,hii imenda hii imenda #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
oseur_nancy,why journalists under attack? media independence needed. #maandamanothursdays #mediafreedom,MaandamanoThursdays mediafreedom,"[0.3, 0.4, 0.3]"
EduReformKenya,another #maandamano day gets kids out school early &amp; without homework #banearlyandlateclasses #banweekendclasses #banhomework #educationreform #mentalhealth #theexplainer #raila #maandamanothursdays,Maandamano BanEarlyAndLateClasses BanWeekendClasses BanHomework EducationReform MentalHealth TheExplainer Raila MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
BeingCharlie,our mothers 💔🇰🇪 our spouses💔🇰🇪 our daughters 💔🇰🇪 #maandamano #maandamanothursdays #maandamanomondays #costoflivingcrisis,Maandamano MaandamanoThursdays MaandamanoMondays CostOfLivingCrisis,"[0.3, 0.4, 0.3]"
AvangiBenedict,mandamanonimeomoka #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
MureithiNicky,why number plate altered?who what car carrying? #railaodinga #raila,RailaOdinga Raila,"[0.3, 0.4, 0.3]"
TheChoge,it's always ones dirty hands pointing fingers. same raila odinga made such distasteful comments when stake government. #maandamanothursdays #maandamanomondays #maandamano,MaandamanoThursdays MaandamanoMondays Maandamano,"[0.3, 0.4, 0.3]"
